student_id,name,gender,race_ethnicity,parental_education,lunch,test_preparation_course,age,major
S0844,Student844,male,group B,some college,free/reduced,completed,21,信息管理与信息系统
S0845,Student845,female,group D,some high school,free/reduced,completed,18,信息管理与信息系统
S0846,Student846,male,group E,master's degree,standard,none,20,大数据技术
S0847,Student847,male,group C,master's degree,standard,completed,21,软件工程
S0848,Student848,male,group D,high school,standard,none,22,网络工程
S0849,Student849,female,group C,high school,standard,none,20,软件工程
S0850,Student850,male,group D,associate's degree,standard,none,19,网络工程
S0851,Student851,male,group C,master's degree,standard,none,19,计算机科学与技术
S0852,Student852,female,group A,high school,standard,none,18,软件工程
S0853,Student853,female,group E,some college,standard,none,18,大数据技术
S0854,Student854,male,group E,some high school,standard,none,20,网络工程
S0855,Student855,male,group C,some high school,standard,none,21,软件工程
S0856,Student856,female,group B,bachelor's degree,standard,none,20,软件工程
S0857,Student857,male,group B,some college,free/reduced,none,18,网络工程
S0858,Student858,female,group C,bachelor's degree,standard,none,22,大数据技术
S0859,Student859,male,group B,high school,standard,completed,22,大数据技术
S0860,Student860,male,group C,associate's degree,free/reduced,none,19,网络工程
S0861,Student861,female,group C,associate's degree,standard,none,19,网络工程
S0862,Student862,female,group E,master's degree,free/reduced,none,19,信息管理与信息系统
S0863,Student863,male,group D,bachelor's degree,free/reduced,completed,18,信息管理与信息系统
S0864,Student864,female,group C,some college,standard,completed,20,大数据技术
S0865,Student865,male,group C,associate's degree,standard,none,20,网络工程
S0866,Student866,male,group D,some college,standard,completed,21,网络工程
S0867,Student867,male,group C,high school,free/reduced,none,18,计算机科学与技术
S0868,Student868,male,group B,associate's degree,standard,none,20,大数据技术
S0869,Student869,male,group E,associate's degree,free/reduced,completed,18,软件工程
S0870,Student870,male,group C,associate's degree,free/reduced,none,20,大数据技术
S0871,Student871,male,group B,high school,standard,none,20,软件工程
S0872,Student872,female,group C,some college,standard,completed,21,大数据技术
S0873,Student873,male,group B,associate's degree,standard,completed,20,网络工程
S0874,Student874,male,group E,associate's degree,free/reduced,none,18,大数据技术
S0875,Student875,female,group C,bachelor's degree,free/reduced,none,18,大数据技术
S0876,Student876,male,group C,some college,free/reduced,none,18,网络工程
S0877,Student877,male,group D,some college,standard,none,22,计算机科学与技术
S0878,Student878,male,group C,some high school,standard,none,21,大数据技术
S0879,Student879,female,group D,some high school,standard,none,18,信息管理与信息系统
S0880,Student880,female,group D,associate's degree,standard,none,22,软件工程
S0881,Student881,male,group C,bachelor's degree,standard,completed,20,大数据技术
S0882,Student882,female,group E,bachelor's degree,standard,completed,22,计算机科学与技术
S0883,Student883,female,group B,high school,free/reduced,none,19,软件工程
S0884,Student884,male,group D,bachelor's degree,free/reduced,none,21,计算机科学与技术
S0885,Student885,female,group E,associate's degree,standard,none,21,软件工程
S0886,Student886,female,group C,associate's degree,standard,completed,22,网络工程
S0887,Student887,female,group E,associate's degree,standard,completed,20,大数据技术
S0888,Student888,male,group C,high school,free/reduced,none,22,网络工程
S0889,Student889,female,group D,some college,free/reduced,none,18,网络工程
S0890,Student890,male,group D,high school,free/reduced,none,21,信息管理与信息系统
S0891,Student891,female,group E,some college,standard,completed,20,网络工程
S0892,Student892,female,group E,associate's degree,standard,none,21,网络工程
S0893,Student893,female,group A,master's degree,free/reduced,none,21,信息管理与信息系统
S0894,Student894,male,group D,some high school,standard,completed,22,网络工程
S0895,Student895,female,group E,associate's degree,standard,none,18,软件工程
S0896,Student896,female,group E,some high school,free/reduced,none,22,软件工程
S0897,Student897,male,group B,high school,free/reduced,none,20,网络工程
S0898,Student898,female,group B,some high school,free/reduced,completed,19,网络工程
S0899,Student899,male,group D,associate's degree,standard,completed,18,大数据技术
S0900,Student900,female,group D,some high school,standard,completed,22,计算机科学与技术
S0901,Student901,male,group D,master's degree,standard,none,21,计算机科学与技术
S0902,Student902,female,group C,master's degree,standard,none,20,网络工程
S0903,Student903,female,group A,high school,free/reduced,completed,18,大数据技术
S0904,Student904,female,group D,bachelor's degree,free/reduced,completed,18,软件工程
S0905,Student905,female,group D,some high school,free/reduced,none,19,计算机科学与技术
S0906,Student906,male,group D,some college,standard,none,18,软件工程
S0907,Student907,male,group B,high school,standard,none,21,计算机科学与技术
S0908,Student908,female,group D,some college,standard,completed,21,计算机科学与技术
S0909,Student909,female,group C,bachelor's degree,free/reduced,none,19,软件工程
S0910,Student910,male,group E,bachelor's degree,standard,completed,19,信息管理与信息系统
S0911,Student911,male,group D,bachelor's degree,free/reduced,none,18,网络工程
S0912,Student912,female,group A,some college,standard,none,22,网络工程
S0913,Student913,female,group C,bachelor's degree,standard,completed,18,软件工程
S0914,Student914,female,group C,bachelor's degree,free/reduced,completed,21,信息管理与信息系统
S0915,Student915,female,group B,associate's degree,free/reduced,none,21,大数据技术
S0916,Student916,female,group E,some college,standard,none,22,计算机科学与技术
S0917,Student917,male,group E,bachelor's degree,standard,completed,20,信息管理与信息系统
S0918,Student918,female,group C,high school,standard,none,21,计算机科学与技术
S0919,Student919,female,group C,associate's degree,standard,completed,19,软件工程
S0920,Student920,male,group B,some college,standard,completed,18,信息管理与信息系统
S0921,Student921,male,group D,high school,free/reduced,none,22,计算机科学与技术
S0922,Student922,female,group C,high school,free/reduced,none,22,网络工程
S0923,Student923,male,group D,high school,standard,none,22,网络工程
S0924,Student924,female,group B,associate's degree,free/reduced,none,21,信息管理与信息系统
S0925,Student925,male,group D,high school,free/reduced,none,18,软件工程
S0926,Student926,male,group E,some high school,standard,completed,19,大数据技术
S0927,Student927,male,group E,associate's degree,free/reduced,none,20,大数据技术
S0928,Student928,female,group D,high school,free/reduced,completed,20,网络工程
S0929,Student929,male,group E,associate's degree,free/reduced,completed,18,网络工程
S0930,Student930,female,group C,some high school,free/reduced,none,18,计算机科学与技术
S0931,Student931,male,group C,some college,free/reduced,completed,21,计算机科学与技术
S0932,Student932,male,group D,some college,free/reduced,none,19,信息管理与信息系统
S0933,Student933,male,group D,associate's degree,free/reduced,completed,22,计算机科学与技术
S0934,Student934,male,group C,bachelor's degree,free/reduced,completed,21,计算机科学与技术
S0935,Student935,male,group C,associate's degree,standard,completed,20,软件工程
S0936,Student936,male,group D,some college,free/reduced,none,20,信息管理与信息系统
S0937,Student937,male,group A,associate's degree,standard,none,18,大数据技术
S0938,Student938,female,group E,high school,free/reduced,none,21,网络工程
S0939,Student939,male,group D,some college,standard,completed,22,网络工程
S0940,Student940,male,group D,some high school,standard,completed,22,大数据技术
S0941,Student941,male,group C,master's degree,free/reduced,completed,19,网络工程
S0942,Student942,female,group D,master's degree,standard,none,21,软件工程
S0943,Student943,male,group C,high school,standard,none,19,网络工程
S0944,Student944,male,group A,some high school,free/reduced,completed,18,大数据技术
S0945,Student945,female,group B,high school,standard,none,18,网络工程
S0946,Student946,female,group C,associate's degree,standard,none,20,大数据技术
S0947,Student947,male,group B,high school,standard,none,18,计算机科学与技术
S0948,Student948,female,group D,some college,free/reduced,none,19,信息管理与信息系统
S0949,Student949,male,group B,some high school,free/reduced,completed,20,计算机科学与技术
S0950,Student950,female,group E,high school,free/reduced,completed,20,计算机科学与技术
S0951,Student951,male,group E,high school,standard,none,22,网络工程
S0952,Student952,female,group D,some college,standard,completed,22,网络工程
S0953,Student953,female,group E,some high school,free/reduced,none,19,软件工程
S0954,Student954,male,group C,high school,standard,completed,19,信息管理与信息系统
S0955,Student955,female,group C,some college,standard,none,22,大数据技术
S0956,Student956,male,group E,associate's degree,standard,none,21,计算机科学与技术
S0957,Student957,male,group C,some college,standard,none,18,计算机科学与技术
S0958,Student958,female,group D,master's degree,standard,none,20,大数据技术
S0959,Student959,female,group D,high school,standard,none,20,软件工程
S0960,Student960,male,group C,high school,standard,none,22,大数据技术
S0961,Student961,female,group A,some college,standard,none,20,网络工程
S0962,Student962,female,group D,some high school,free/reduced,none,19,计算机科学与技术
S0963,Student963,female,group E,associate's degree,standard,none,22,大数据技术
S0964,Student964,female,group C,some high school,free/reduced,completed,20,信息管理与信息系统
S0965,Student965,male,group D,some college,standard,none,20,大数据技术
S0966,Student966,female,group D,some college,standard,none,21,网络工程
S0967,Student967,male,group A,some high school,standard,completed,22,大数据技术
S0968,Student968,male,group C,some college,standard,none,19,信息管理与信息系统
S0969,Student969,female,group E,associate's degree,standard,none,22,网络工程
S0970,Student970,female,group B,bachelor's degree,standard,none,20,大数据技术
S0971,Student971,female,group D,bachelor's degree,standard,none,22,网络工程
S0972,Student972,male,group C,some high school,standard,completed,19,计算机科学与技术
S0973,Student973,female,group A,high school,free/reduced,completed,22,网络工程
S0974,Student974,female,group D,some college,free/reduced,none,22,软件工程
S0975,Student975,female,group A,some college,standard,none,20,大数据技术
S0976,Student976,female,group C,some college,standard,completed,21,网络工程
S0977,Student977,male,group B,some college,free/reduced,completed,22,网络工程
S0978,Student978,male,group C,associate's degree,standard,none,21,计算机科学与技术
S0979,Student979,male,group D,high school,standard,completed,22,信息管理与信息系统
S0980,Student980,female,group C,associate's degree,standard,none,22,网络工程
S0981,Student981,female,group B,high school,free/reduced,none,18,信息管理与信息系统
S0982,Student982,male,group D,some high school,standard,none,20,计算机科学与技术
S0983,Student983,male,group B,some high school,standard,completed,22,信息管理与信息系统
S0984,Student984,female,group A,some college,standard,completed,22,信息管理与信息系统
S0985,Student985,female,group C,some high school,standard,none,22,大数据技术
S0986,Student986,male,group A,high school,standard,none,18,计算机科学与技术
S0987,Student987,female,group C,associate's degree,standard,none,22,软件工程
S0988,Student988,male,group E,some high school,standard,completed,22,网络工程
S0989,Student989,female,group A,some high school,free/reduced,none,18,信息管理与信息系统
S0990,Student990,female,group D,some college,free/reduced,completed,21,信息管理与信息系统
S0991,Student991,male,group E,high school,free/reduced,completed,20,计算机科学与技术
S0992,Student992,female,group B,some high school,standard,completed,20,信息管理与信息系统
S0993,Student993,female,group D,associate's degree,free/reduced,none,22,软件工程
S0994,Student994,female,group D,bachelor's degree,free/reduced,none,19,软件工程
S0995,Student995,male,group A,high school,standard,none,19,信息管理与信息系统
S0996,Student996,female,group E,master's degree,standard,completed,19,大数据技术
S0997,Student997,male,group C,high school,free/reduced,none,18,计算机科学与技术
S0998,Student998,female,group C,high school,free/reduced,completed,22,大数据技术
S0999,Student999,female,group D,some college,standard,completed,19,网络工程
S1000,Student1000,female,group D,some college,free/reduced,none,19,大数据技术
